2.0350	Fang Fang: It’s like the relationship between a fish and water; or a tree and the soil.	方方：这是鱼和水的关系。是植物与土壤的关系。
1.6157	The silence of the collective is always the most terrifying thing.	集体的沉默，这是最可怕的
1.5918	Whose turn will it be to step up and become the next whistleblower?	下一个吹哨人，该轮到谁？
1.5896	When I read this entry written by my sister-in-law I thought it was really interesting, especially the part about “the person you are dealing with is not entirely normal,” which was particularly funny to read.	读到嫂子的记录，觉得很有意思，她所说的“对方确实不在完全正常状态”的话，也很好玩。
1.5765	Newly infected patients are all third- or fourth-generation infections and seem to mostly be mild cases that are easily treated;	3、新的感染者已是三代四代，基本都是轻症，治愈容易；
1.5759	As long as victims with more serious symptoms are able to get through an initial period of acute respiratory distress, most of them are able to be saved.	4、重症患者只要能挺过呼吸窘迫期，基本都可救治过来。
1.5602	You see, that’s who we the people of Hubei are. That’s what the people of Wuhan are made of.	看看，湖北人武汉人就这样的。
1.5595	Isn’t this the news we have all been waiting to hear?	这不正是我们等待已久的好消息吗？
1.5589	There is only one true test, and that is how you treat the weakest and most vulnerable members of your society.	检验你的只有一条：就是你对弱势人群的态度
1.5515	That is indeed what most of us are all hoping for.	是的，这大概是所有人的愿望。
1.5448	Today is March 8, Women’s Day in China. Everyone is sending flowers to women online today. Every March 8 when I was a kid, my girlfriends and I would always sing: “March 8 Women’s Day, the boys will work, the girls will play, the boys will stay inside, doing their homework all day.” We would sing it in the Wuhan dialect, which created a certain melody and rhyme scheme that you could never get tired of. Thinking about it now, if feels like such a distant memory.	今天是三八妇女节。大家都在网上向女人献花。小时候，每逢这天我们一群女孩肯定会高唱：“三八妇女节，男伢好造业，女伢玩游戏，男伢在屋里做作业。”这段歌谣，得用武汉话唱，那种腔调和韵律，才会有千回百转的味道。想起来，是多么遥远的事。
1.5347	How do you view the relationship between a writer and their city?	14、您如何看待作家和城市的关系？
1.5263	Actually, I suspect that Professor Du had even more questions, because after his seventh question, he left a line of ellipses, which seems to indicate that he wasn’t finished with his line of questioning. Actually, for those of us here in Wuhan, we have even more questions we could raise. A shame, then, that all those questions, they remain unanswered.	其实杜教授应有更多疑问，第七问之后，他留下一排省略号。也就是说，他并没有问完。实际上，我们在武汉的人，还可以提出更多疑问。可惜，几乎所有的疑问，都无人回应。
1.5240	Does the fact that you are the former chair of the Hubei Writers Association serve as a kind of protection? Or does it come with a negative impact?	12、前作协主席这个身份，对你有保护作用还是有负面影响？
1.5203	Because our community is mostly made up of people formerly affiliated with the old Design School, everyone knows each other here; we are all former coworkers and longtime neighbors, so seeing so many of our friends suddenly taken away is just too difficult to face and has left us in a state of fear. As this dark cloud descends on our city, elderly residents living by themselves like my wife and me are left completely helpless!!	由于我们的社区基本上就是原来设计院的职工生活区，所以大家都很熟悉，都是老同事，老邻居，所以他们的突然离去，我们感到惊恐，感到难以接受。在那个黑云压城的日子，我们两个空巢老人是多么无助！！
1.5196	And I have stood by every truth I believe in.	所信的道我已经守住了。
1.5119	The specter of death continues to haunt the city of Wuhan.	死亡的幽灵，依然在武汉徘徊
1.5010	Fang Fang: That sentence isn’t prophetic, it is reality—a reality that is with us during every era.	方方：这不是预言，这只是一个事实，是任何时代都存在的一个事实。
1.4901	That period we refer to as Early Spring always seems to last for several days.	所谓早春，总会有几天这样的日子
1.4887	There are more than two million face masks coming into Wuhan every day. Every morning starting at 10:00 a.m. you can reserve masks using your ID card or other forms of identification. You can search for the details on how to purchase them online.	三、武汉地区将每天投放口罩约200万只。每天上午十点开始，可以凭身份证等有效身份证明，在网上预约购买。至于怎么购买，可自到网上查询。
1.4868	Many years from now when critics look back on your work, do you hope they regard Fang Fang as “an admirable woman writer with a strong social mission and a good conscience” or “as an outstanding writer with incredible literary skill and talent”?	9、也就是很多年以后，如果有人评价起方方这个作家，您希望是“她是一个很有社会责任感的、有良知的、令人敬佩的女作家？”还是“她是一个文字水平高超，写作技巧卓越的作家”？
1.4843	You people in charge need to hear what the people are saying; you need to pay attention to what we are requesting. I’m not speaking just for myself; most members of the public all feel the same way, and I am speaking for all of us. We are not trying to cause trouble; we are just trying to make a living. We need to put food on the table. You need to try to think about the situation from our perspective, the perspective of ordinary citizens.	你们上级部门，应该体恤民情，应该多多关注我们的诉求，这不是我一个人的呼声，这是广大人民群众的呼声。我们不是闹事，我们要生存，要吃饭，要喝水。你们也要想一下，站在我们这些普通人的角度来想一下问题。
1.4825	Once this outbreak has passed, what are you most looking forward to doing?	15、如果疫情过去，您最想做的事是什么？
1.4783	The reason I still have faith in this world is owing to those kindhearted and rational people who are still busy working hard for something good.	这世道，之所以还让我抱有期待，是看到仍然有这些善良而理性的人在为之努力和忙碌。
1.4781	Fang Fang: I really don’t care. I really have no interest in how other people perceive me. As long as I can face myself, I am happy. How critics view me is their business, not mine.	方方：无所谓，我根本不在乎别人怎么评价我。我自己活得自在就可以了。他们想怎么评就怎么评，也不关我的事。
1.4775	Finally, there are a few bits of news I want to record here:	另有几个小消息，记录在此。
1.4732	You can see that those community workers are really thoughtful; you can also see how hard that supermarket boss works overseeing all those grocery pickups. Online shopping, binge-watching, sleeping: This is our life now.	可见，社区服务还很细心，超市老板相当辛苦。只是更多的武汉人，眼下只能这样活着：团购，追剧，睡觉。
1.4689	That is the best news I heard today. That’s right; the arrival of a new life is the best hope that heaven can give us for the future.	这是今天最好的消息。是的，新生命的降临，就是上天赐予的最好希望。
1.4664	Forget it. Going mad won’t solve our problems. If we drop dead, they won’t care anyway. Better to simply not talk about these things.	算了。疯掉也解决不了问题，死了他们也不会在乎。不说这些。
1.4634	Another important benefit of using WeChat Pay and Alipay is that we can not only pinpoint the whereabouts of carriers, but we can also track down everyone they had close contact with during a given time frame (from November 1, 2019, until now). We will be able to track everyone using this system!	通过电话微信支付宝找人，还有一个重要意义，同时精准锁定所有人相当一段时间内的行动轨迹（11月1日至今），谁也跑不了！
1.4587	I may be retired, but I still have enough energy to take you to court.	我虽退休，但打场官司的精力还是有的
1.4517	My child, do you understand what I have been trying to say? Now I’d like to leave you with a line of poetry: “I too was once young like you, and back then we were as you are today.”	孩子，你听得懂吗？现在，我要把这一句诗送给你：“我也有过你们这样的青春，那时的我们就像今天的你们。”
1.4513	All this suddenly makes me think of a line from Haizi’s poetry, which I have slightly revised and posted here: “Wuhan, tonight I care not about the boneheads, I care only about you.”23	突然想起海子的一首诗句，稍加改动，留在这里：武汉，今夜我不关心脑残，我只关心你。
1.4475	And I don’t always maintain a normal healthy outlook; sometimes I get anxious. And then there are times when I am really at a loss as to what to do. When there are so many unknown factors that you face, you can sometimes be left very confused inside.	我不存在一直保持平常心的，我也有紧张的时候。也有不知道如何是好的时候。在很多事情处于不确定时，心也是乱的。
1.4461	Can’t you see? Wuhan is on the verge of reopening. I may be retired, but I still have enough energy to take you to court.	君不见，武汉马上开城。我虽已退休，但是打场官司的精力还是有的。
1.4433	Open up a space so we can all have a good cry.	开辟一个空间，让我们同哭吧
1.4433	One more week before we see a turning point? I certainly hope so, but I’m also hoping that we don’t end up disappointed again.	一周内会出现拐点吗？我希望如此，但又担心希望落空。
1.4417	Does the fact that no one is willing to accept responsibility have something to do with the fact that Zhong Nanshan seems to be the only one with the authority to reveal the truth to the public?	4、人人都不肯承担责任，真的只有钟南山才有资格向公众报告实情吗？
1.4408	I’m actually not at all afraid of death. I have, after all, already made it past the average life span in China; it is only a matter of time before death comes, which is natural. However, if I die from this virus, that would, without question, be considered a form of “murder.” I’m not going to stand for that!	其实，我对死亡并无太多恐惧，我已经活过了中国人的平均年龄，正常死亡是迟早的事。但是如果因染疫而死，那无异于“他杀“，我是于心不甘的！
1.4392	Today I would like to reach out to my childhood friend who was with me from elementary school all the way up through high school and wish her a speedy recovery. I would also like to extend my thoughts to one of my middle school classmates, whose husband is trying to find a place for his kidney dialysis treatment; I hope she takes care of herself during these exhausting days spent running around trying to get treatment for her husband.	今天特别想祝愿我的儿时伙伴、从小学到高中的同学尽快康复；也祝愿另一位中学同学，愿她的先生可以顺利透析，愿在这些日子奔波操劳的她多多保重。
1.4391	Where we were back then is where you are now.	那时的我们，就像今天的你们
1.4390	The toxicity level of the virus seems to be diminishing;	1、目前病毒的毒性已明显减弱；
1.4346	Outside in the streets they are testing the buses before they start running again, and down by the subway station they are cleaning things up and disinfecting everything; everything is getting ready to start operating again. Everyone is passing this information around to each other and we are all excited to see the city coming back to life. And as for the numbers that used to terrify us each day, they are now at zero, as they have been for the past five days in a row.	街上，好几路公交车开始试运行，地铁站也在清理和消毒，为即将开始的通行做准备。这些消息，人们纷纷相互传达，均有惊喜之感。而之前每天公布的惊悚数字，现在一律是0。持续为0，已有五天。
1.4315	After many days of clinical treatment, doctors now have more experience with what treatments and medications are most effective.	四是医生们通过这么多天的临床治疗，用药也有了经验。
1.4304	Do you agree with the idea that writers should shoulder more social responsibility besides just writing?	7、您认可作家除了写作，还应该承担起更多社会责任吗？
1.4285	I opened the window in the afternoon and noticed that the sun had come out again. I believe that today marks the Seventh Day18 since the passing of Li Wenliang? The Seventh Day is when those who have embarked on their distant journey return one last time. When Li Wenliang’s soul in heaven comes back to this place of old one final time, I wonder what he will see.	中午开窗，看到太阳又出来了。今天是李文亮的头七吧？头七是远行者回望的日子。李文亮在天有灵，重返故地，他会看到什么呢？
1.4243	Once the music has ended, we will seek out a cure.	此曲终了，我们再寻解药
1.4205	The people of Wuhan have a popular saying: “When you’re busy, you work yourself to death; when you’re idle, you bore yourself to death!” But now it seems clear: When you are idle it is the psychological stress that gets you; when you are busy it is the physical stress that gets you. We all need to grit our teeth and get through this together.	武汉人喜欢说一句话：忙的忙死，闲的闲死。现在对比，似乎更加鲜明。闲人心理压力大，忙人身体压力大。大家都在咬紧牙关，共同扛着武汉。
1.4193	March 19: Today is our 59th day at home. Z’s mouth ulcer is much better. I guess we bought the right medicine. This afternoon for lunch I reheated the waxed-duck and Chinese radish soup from yesterday, but threw in a bunch of other ingredients like cabbage; that way, with a bowl of rice, it will be a full nutritious meal: another delicious soup dish. Hopefully, tomorrow his mouth will be good enough for us to start eating normal solid foods again.	二、3月19日：自闭第五十九天。Z的口腔溃疡好了很多，看来买的药很对症。今天中午在腊鸭炖萝卜的基础上，加很多剁碎的大白菜，这样泡米饭吃就是一顿营养足，又美味的流食。明天应该能恢复正常饮食了。
1.4154	I am recording all the fragmented stories so that those criminals know: Besides the infected patients and the dead, there are a lot of other victims of this calamity. All us ordinary people have paid a price for this human catastrophe.	我记录下这些细碎，是要告诉那些有罪的人们：不是只有死者和病人承受了灾难，我们所有的普通人，都在为这场人祸付出代价。
1.4138	I heard from a professor friend that representatives from the World Health Organization in Beijing said that, to date, the only medicine proven to be effective in fighting the novel coronavirus seems to be remdesivir.	二、一位教授告诉我，世界卫生组织在北京说，治疗新冠肺炎，目前可能唯一真实有效的药物就是瑞德西韦。
1.4074	These past few days I have been utterly exhausted and have a bad headache. A reader named TA left a message on one of my WeChat posts yesterday, saying that she could sense my exhaustion from my writing. TA’s intuition is really spot-on. I need to start reducing the amount of time I spend writing and take more time to get adequate rest. I’ll stop here for today.	这几天，好累，头痛。有个网友在我昨天的微信下留言，说能从文中看到我的疲惫。TA的直觉真的很厉害。我现在必须尽量压缩写作时间，让自己休息。今天不想多写了。
1.4066	During these days as the disease runs rampant through our society and we remain cloistered inside our homes, I keep wondering why the Chinese people have been destined to face such a cruel fate! Why have our people continued to face calamity after calamity? When I think of all this, I feel like the only thing left to do is pray. And so I pray that after this calamity has passed, China will face a world of peace and prosperity . . . at least, that is my hope.	在这瘟疫猖獗的日子里，在这漫长的封城的日子里，我一直在想，我们中国人为什么命这么苦啊！我们这个民族为什么总是灾难深重？想到这一切，我只有祈祷，祈求在大灾大难之后，中国会有一个清平的世界……但愿。
1.4036	There are actually a lot of voices out there online that have been criticizing you or raising suspicions about you. Do those voices ever make you uncomfortable or depressed? Amid all this fear and chaos, how do you manage to maintain a normal healthy outlook?	11、其实网上也有很多质疑或者反对您的声音，面对这样的声音，您会不会觉得委屈或者伤心？您在这样的情况下，在周围人的恐惧和慌乱中，是怎么保持平常心的？
1.3942	Back when you wrote the novel The City of Wuchang how did you balance the actual history with your fictional imagination? What is the meaning of recording history for contemporary people’s lives?	10、当初在创作《武昌城》时，您是如何平衡真实的历史和虚构的想象？您觉得铭记历史对于当下生活的人们有何意义。
1.3926	For the time being, most people are not too concerned with the big issues. What’s the use of worrying about those problems, anyway? Most people who are not infected are trying to remain optimistic.	现在，大的问题，大家都基本不太担心了。担心也没有什么用。没被感染，就会乐观。
1.3899	Just before this, the National Health Commission had already sent a team of specialists to Jinyintan Hospital to investigate. They came up with a set of standards for diagnosis, such as having visited the Huanan Seafood Market, fever, and a positive test result for the presence of the virus; only when all three of these criteria were met could a patient be confirmed as positive. They were especially strict about that third criteria, even when in reality very few people were actually tested.	“此前，国家卫健委派的专家组已经到金银潭医院做了调查，做了一套诊断标准，要有华南海鲜市场的接触史，要有发烧症状，病毒检测呈阳性，这三条标准都达到才能确诊。尤其是第三点，非常苛刻，实际上极少有人能去做病毒检测。”
1.3896	I really feel sorry for all those young people who are part of this. Once they start to take those ultra-leftists as their teachers and mentors, I’m afraid that many of them will be spending the rest of their lives in a dark abyss.	8、可惜了那么多年轻人。当他们把极左人士当作自己的人生导师时，他们这辈子恐怕都会在黑暗的深渊中挣扎。
1.3867	For dinner I had a small bowl of rice porridge. In a little bit I’ll go on the treadmill to get some exercise. Little by little, bit by bit, I’m recording everything here in my little file.	晚上喝小米粥。一会儿去跑步机上活动一下。点点滴滴，记录在案。
1.3850	The coronavirus outbreak seems to have stabilized, but people’s hearts have not.	疫情看上去稳定，但人心似不太稳
1.3838	The weather remains clear and warm, yet here I am, lying in bed looking at my phone.	天气依然晴好。也很暖和。躺在床上看手机。
1.3833	Forget it, I don’t want to go on anymore about this right now. I’ll just pray that from today onward Mr. Wang does a better job of curing the sick and helping the injured. And as he is saving them, I hope he saves himself, too.	算了，这个时候，实在不想多说。还是祈愿王先生今后更加努力地救死扶伤吧。拯救他人的同时，也拯救自己。
1.3801	I was especially moved by one classmate who passed on a message from one of our teachers; he told me to: “take care of yourself, drink plenty of water, and be sure to have some smoked Asian wormwood. . . .”	特別令我感动的是，有同学转达了一位老师对我的关心，他要我“多保重，多喝水，多熏艾草…”
1.3773	I have already fought that beautiful battle.	那美好的仗我已经打过了；
1.3719	There is a line from your diary that reads: “One speck of dust from an era may not seem like much, but when it falls on your head it is like a mountain crashing down on you.” Those words have become the single most widely circulated sentence of this entire coronavirus outbreak; somehow that sentence has been seen as emblematic of everything we have experienced. Looking back, do you feel that those words have transformed into a kind of prophecy?	3、“时代的一粒灰，落在个人头上，就是一座山。”这句话成了此次疫情中最广为流传的一句话，回过头来看这句话，有没有觉得它变成了一个预言？
1.3686	I find Mr. Liu’s suggestion to be quite bold and interesting. However, there would still be a lot of issues that would need to be resolved, such as how to deal with all the sewage waste produced there, and I’m afraid that it would be too cold for patients to live in medical tents during this time of year. I’m not an expert in these matters, but perhaps various specialists will have ways of getting around these problems?	这是一个很大胆也很有意思的想法。但不知道在江心这样的地方，污水排放问题该怎么解决，而帐篷在寒冷的早春，是否能住得了人？这些我不懂，或许专家有办法？
1.3686	But I’m not sure if this will even be able to be posted. If any of my friends are able to view it online, please leave a comment so I know it went through. Weibo has a special feature that makes the user believe their post was successfully uploaded when it actually remains invisible to other users. Once I learned about this programming trick, I realized that technology can sometimes be every bit as evil as a contagious virus.	只是，我并不知道这一条能不能发出来。如有朋友能看到，就请留个言，让我知道可以发了。微博有一种技术：就是你以为你发出去了，但其实没有人能看得到。自从知道有此一技术后，方明白：高科技作起恶来，一点不比瘟疫弱。
1.3641	Unless you have lived your entire life in Wuhan, I’m afraid it might be difficult for you to understand this or the feeling of pain that we are going through right now. For more than 20 days now, I have been relying on sleeping pills to fall asleep each night. I blame myself for not having enough courage to face everything.	没有从小到老都生活在武汉的人，恐怕很难有这样的心情，也很难理解这份伤痛。二十天来，我每天都要靠服安眠药才能入睡。我自责自己，终究没有足够的勇气。
1.3634	According to my doctor friend, the spread is extremely difficult to contain, which is indeed our greatest challenge.	医生朋友说，蔓延难以控制。看来这真的是个难题。
1.3623	As a victim quarantined here in this virus zone, I record snapshots of my life and reflections. Most diaries are never preserved, but these thousands of collective curses and attacks will ensure that my diary will last forever.	我，被封在疫区，作为受难者，记录下一些生活琐碎和感想，这日记多半留不下来。但是这成百上千人的集结叫骂，却会让我的日记永存。
1.3577	Let me say a little bit about some of the things I have been facing these past two days.	说说我自己这两天面对的事吧。
1.3535	There is no longer a shortage of medical supplies, and people are better educated on how to protect themselves;	三是医用物资不再窘迫，有了自我保护的条件；
1.3527	Right now the god of the underworld is still playing his death fugue. Once the music has ended, we will seek out a cure.	死亡还在这里演奏它的进行曲。此曲终了，我们再寻解药。
1.3523	Forget it, let’s not talk about this stuff.	算了，不扯这些。
1.3520	Today I am actually feeling quite bad, and I think I really need to get some things off my chest.	今天的心情，其实有很多难堪。我已有不吐不快之感。
1.3494	Today I saw an interview in Caijing with the Hong Kong microbiologist Yuen Kwok-Yung.11 Dr. Yuen was a member of the third team of specialists that came to Wuhan. During this outbreak he was appointed as a specialist to the World Health Organization’s COVID-19 task force, and he is also a member of the Advisory Council for the Hong Kong Special Administrative Region. Some of the information he revealed to the reporter in this interview was quite shocking.	今天还看到财新记者对香港袁国勇院士的一篇采访文章。袁院士是第三批来武汉的专家。在此次疫情中，他也是世卫组织新冠肺炎联合考察组的专家，以及香港特区政府专家顾问团成员。他对记者透露出的信息，真是让人有震惊感。
1.3485	I also want to ask: When will those public officials go do their work without taking any more commemorative photos? When will our political leaders go on a survey trip to a hospital without expecting people to sing songs of gratitude or put on big performances for them? My people, only when you understand common sense will you be able to truly understand how to take care of practical matters. Otherwise, how can we expect the people’s suffering to ever end?	我还想说：什么时候公务员们前去工作不举旗帜不再合影留念，什么时候领导视察没人唱歌感恩，也没人做戏表演，人们，你们才算懂得了基本常识，才算知道了什么叫作务实。不然，百姓的苦难还有个完吗？
1.3406	Now that we have some leads, we need to keep investigating! If we keep asking the right questions, we will eventually get to the cause. All of us want to know why there was a need to conceal such an important thing from the public.	好了，线索来了。该查的，就顺着查吧！一个一个地询问，总能问出一个所以然。我和我们，都想知道，这么大的事，为什么要隐瞒。
1.3400	I take legal responsibility for everything I am saying here. As you fought the coronavirus, average people like us were extremely supportive and gave you our full cooperation. But after having been locked down for so many days, more than 50 days, even those who may have been sick to begin with should have recovered by now. You should arrange some chartered buses for us, but how come you government people haven’t taken any action?	我对我说的话负法律责任。你们防控病毒，我们普通平民百姓是非常支持非常配合的。但是关了这么多天，50多天，就算不健康也健康了。你们应该搞点对点的包车，你们政府咋完全不行动起来哩？
1.3391	I’ll stop here for today, but I want to emphasize one thing: The presence of those ultra-leftists represents an existential threat to China and her people. If the entire Reform Era is destroyed at their hands, it would be the ultimate slap in the face to my entire generation. So come at me with all you’ve got, bring out all your dirty tricks, and tell all your big-name supporters to show their faces too! Let’s see if I’m scared of you!	今天就到这里。我还要重复一句：极左就是中国祸国殃民式的存在。改革开放如果毁在了这些人手里，是我们这代人的耻辱。来吧，把你们所有的招数都拿出来，把你们背后的大牌都喊出来。你看我怕不怕你们！
1.3375	While I’m at it, why don’t I share a few things about myself for those people lacking common sense (including those who have been reporting on me) in order to prevent mistakes with their future posts:	顺便告诉一下那些缺乏常识的人（包括举报者）一点点我的个人情况，以免每次留言都犯错误：
1.3365	Today is day 42 of the lockdown.	今天是封城的第42天。
1.3325	I’m sure that it is not just my brother, my colleague, and me who are short of face masks. There must be many people here in Wuhan without any face masks. But I am confident there isn’t a real shortage of supplies; it’s more a problem of the logistics of how to get them into people’s hands. Right now I just hope those express delivery companies can resume work soon and speed up the delivery of supplies into Wuhan; we need some help to get through these tough times.	我相信，缺乏口罩的，不止我大哥以及我和我的同事。武汉的普通市民缺乏口罩的人一定很多。而且我也相信，口罩并不缺货，缺的只是怎么才能到市民手上。在这里，也只希望快递公司能够早点上班，并且给武汉的货物加一点速度，帮助我们度过难关。
1.3296	Let me wrap up today’s entry with a quote from one of those online memes: “I long not for my trip down to Yangzhou to enjoy the spring scenery in March, I crave only to be able to finally go downstairs by March.”	今天打住，引用段子手的话作为结束语吧：不指望烟花三月下扬州，只但愿烟花三月能下楼。
1.3290	Let me share a few quotes from an interview with Dr. Peng Zhiyong, director of Zhongnan Hospital of Wuhan University:	摘录几段中南医院彭志勇医生对记者访谈时说的话：
1.3269	I would like to again express my thanks to everyone out there who has been lending their attention and support to what is happening in Wuhan, and also to the residents of Wuhan.	继续谢谢大家对武汉和武汉人民的关心关注。我很乐意继续实事报导。
1.3238	But now that we are seeing a change for the better on all these fronts, we can expect the overall situation to start improving at any moment.	而这一切，现在都在改变，转机随时可能出现。
1.3192	So what are ordinary people’s lives like these days? Yesterday I was chatting with my second brother and he sent me another one of my sister-in-law’s sketches of daily life under the quarantine. Her previous preoccupation with online shopping has now been displaced by other things; one of these posts is about what happens when you need medical help; there are two entries that I will share with you:	到了现在，普通百姓的生活又怎样了呢？昨天跟小哥聊天，他又传了小嫂每天记录的一些日常生活。先前的购物已经改成了其他，这里记录的是关于看病的事，共两条。
1.3160	It is only when you are living amid a time of emergency that all the good and evil of human nature comes to the surface. It is only from that experience that you begin to notice things that you never imagined you would ever see. You are left shocked, saddened, and angry, and eventually you get used to it.	一旦到非常时期，人性中的大善和大恶便全都张扬出来。你会从中看到你完全意想不到的东西。你惊愕你悲叹你愤怒，然后你习惯。
1.3109	I returned home on January 21; you can calculate just how many days that it has been now. Every day since then I have been sitting at home eating and sleeping, eating and sleeping. The main thing is that I just don’t know when this will all end. At first they said the quarantine might be lifted on March 1, then they pushed it back to March 10, then March 11; later they said March 15; now Zhong Nanshan is saying it might last until late June.	我1月21号回来的，你自己算我回来多少天了。天天在屋里待着，吃了睡，睡了吃。关键还不晓得这个日子哪一天才能够结束才能够终止。开始说3月1号，然后说3月10号，现在3月11号了，又说3月15号，钟南山又说延期到6月底。
1.3080	Look at me—a novelist documenting all these trivial daily occurrences here in this diary, and yet I somehow follow the direction of my literature to observe, to reflect, to experience, and, ultimately, to set my pen down to paper and write. Don’t tell me this is a mistake?	看看，我这个写小说的人，在我自己每日记录琐碎时，仍然会沿着自己的写作走向，去观察去思考去体会去落笔，这难道还是个错误？
1.3074	I saw a “selfie” video today that was shot by one of the patients at Huoshenshan Hospital. From the video I could tell that the treatment facilities there are quite good and the patients there seem to have a positive outlook. That is exactly the kind of video I was hoping I might be able to see. I hope they all recover soon, and I hope that everything will move forward from here in a more rational and organized manner.	今天还看到一个视频，来自火神山医院。病人自拍。视频中所见，那边医疗环境相当不错，病人也很乐观。这正是我们想看到的。愿他们早点好起来吧，也但愿所有的事情，更加合理，更加有序。
1.3032	The snow is falling. Last night the wind was howling and there was a thunderstorm and today it began to snow. It is quite rare to see such a heavy snow in Wuhan. I heard that the wind ripped open a part of the roof at Leishenshan Hospital last night, which shows just how fierce the storm was. I hope the patients there who were affected are able to be safely transferred to different rooms; it is yet another small crisis for them amid a much larger calamity.	下雪了。昨晚风大雷响，今天便下起了雪。在武汉，下这样大雪的冬天也是不多。听说火神山有几间病房的屋顶被掀开，可见昨夜的风有多大。希望病人能安稳转移，在大劫难中度过这个小的劫难。
1.2992	I have already completed my course;	当跑的路我已经跑尽了；
1.2986	Once news of the outbreak leaked, were those government offices really placing a higher priority on dealing with the leaker than on the actual outbreak?	3、疫情信息泄露后，有关部门真的要优先解决泄露信息的人吗？
1.2981	According to Chinese custom, today marks the true end of the Lunar New Year. I got out of bed, opened the curtain, and the sunlight was so bright and strong that it felt like it was early summer. It really felt refreshing to just let it shine down on me for a moment, and we really need the sunlight to drive away that dark cloud that has enveloped the entire city and to release the pain that has built up inside our hearts.	按中国人的习惯，到今天才算是真正过完年了。起床拉开窗帘，阳光明亮得像是初夏时分，心情顿时一爽。我们多么需要这样的阳光。需要它来驱散笼罩满城的阴霾，来化解郁结人心的痛楚。
1.2972	This afternoon my old classmate who goes by the nickname “Old Fox” sent me a message. Old Fox’s father, Mr. Hu Guorui, was once my poetry teacher. Mr. Hu was an excellent lecturer; a lot of students from other departments also enrolled in his classes, which were always packed. Eventually they had to move his class to a larger classroom in the Laozhaishe building. Back when I was in his class, there was a poem he taught us that wasn’t in our textbook. He recited it to us:	下午，我的同学老狐给我发来消息。老狐的父亲胡国瑞先生是我的老师，给我们开宋词课。胡先生的课讲得好，外系也有不少人来听，教室总是坐满了人，后来还换到老斋舍那边一间大教室去。有一首词，当时书上没有，胡先生便念给我们听：“来往烟波，十年自号西湖长。轻舟小桨，荡出芦花港。得意高歌，夜静声偏朗。无人赏，自家拍掌，唱彻千山响。”胡先生一边念一边击节叫好的样子，至今仍历历在目。老狐是七七级的，喜好徒步旅行，曾全程走完美国最著名的AT路线，一走好几个月。边走边记录，看得人惊心动魄。他是第一个全程走完AT的华人。
1.2962	To my dear internet censors: You had better let the people of Wuhan speak out and express what they want to say! Once they get these things off their chests, they will feel a bit better. We’ve already been locked down in quarantine for more than 10 days and have seen a lot of terrible things. If you won’t even allow us to release some of our pain, if you can’t even permit us to complain a little bit or reflect on what is happening, then you must be intent on driving us all mad!	亲爱的网管们：有些话，你们还是得让武汉人说出来。说出来，心里会好受一点。我们都已经被封在这里十多天了，见到那么多的惨绝人事。如果连发泄一下痛苦都不准，连几句牢骚或一点反思都不准，难道真想让大家疯掉？
